0,0,0,0,0,0
0,0,0,-5.28236210328714e-09,-1.10141951115139e-09,-5.96872462566012e-09
0,0,0,-4.18808510649349e-08,-8.73252847810591e-09,-4.76807748839292e-08
0,0,-3.29940740839696e-08,-1.39381620321186e-07,-2.90622748878597e-08,-1.60689843875517e-07
3.46727190880492e-07,-4.76493931352304e-07,1.45602449129058e-07,-3.25412675382249e-07,-6.78523013918786e-08,-3.80343261855657e-07
6.76233750459942e-07,-2.68367019635974e-06,2.73350271871374e-07,-6.257623260573e-07,-1.30462394302684e-07,-7.41780873238332e-07
1.16686109069464e-06,-4.41500539146031e-06,4.60163880698451e-07,-1.06448790642049e-06,-2.21871129041222e-07,-1.27993872205788e-06
1.85029435293803e-06,-6.78901840859171e-06,7.15613879109183e-07,-1.6640223189291e-06,-3.46716705495619e-07,-2.02954562727431e-06
2.75804333805558e-06,-9.88785092438952e-06,1.04861818643389e-06,-2.44527020654976e-06,-5.09275756974834e-07,-3.02512537082165e-06
3.92144908935007e-06,-1.37878261462427e-05,1.46748187525983e-06,-3.42770014672962e-06,-7.13481072252271e-07,-4.30099650497638e-06
5.37168874772835e-06,-1.85598158886747e-05,1.97993393655058e-06,-4.62943092038994e-06,-9.62926545667074e-07,-5.89127253555245e-06
7.13978070060886e-06,-2.42695831462944e-05,2.5931618291802e-06,-6.0673125539156e-06,-1.26086968154203e-06,-7.82986207629854e-06
9.25653657536978e-06,-2.99315361637443e-05,3.31383910448741e-06,-7.75700775915414e-06,-1.61023179039821e-06,-1.0150482809718e-05
1.17527547299068e-05,-3.75118135057958e-05,4.14817684660804e-06,-9.71303884502842e-06,-2.01367514486983e-06,-1.28866133244624e-05
1.46589729236606e-05,-4.61752701866279e-05,5.10191893539775e-06,-1.19488951632169e-05,-2.47338698326897e-06,-1.60715578009326e-05
1.80056274511224e-05,-5.59703131099617e-05,6.18039252466917e-06,-1.44770675262288e-05,-2.99126768766027e-06,-1.97384071050658e-05
2.18230237565793e-05,-6.69417452980062e-05,7.3885272136947e-06,-1.73091149307467e-05,-3.56886317712904e-06,-2.39200477313695e-05
2.61413422371643e-05,-7.9130982332099e-05,8.73087887312902e-06,-2.04557201433769e-05,-4.20735556439978e-06,-2.86491618132564e-05
3.09906439860078e-05,-9.25762557420293e-05,1.02116520447533e-05,-2.39267418851723e-05,-4.90755218526506e-06,-3.39582271074951e-05
3.64008764252079e-05,-0.000107312804132472,1.18347210037059e-05,-2.77312638179249e-05,-5.66987309972703e-06,-3.98795169579835e-05
4.24018787773565e-05,-0.000123373052788427,1.36036495656083e-05,-3.18776405227973e-05,-6.49433712710772e-06,-4.6445100232633e-05
4.90233873232183e-05,-0.000140786782457884,1.55217097135022e-05,-3.63735406510407e-05,-7.38054650579952e-06,-5.36868412422857e-05
5.62950403917407e-05,-0.000159581287968905,1.7591899117258e-05,-4.12259874182033e-05,-8.32767023012888e-06,-6.16363996362117e-05
6.42463830269975e-05,-0.000179781527299851,1.98169576136457e-05,-4.64413965987796e-05,-9.33442613578628e-06,-7.03252302754718e-05
7.29068712749463e-05,-0.00020141026168536,2.2199382708456e-05,-5.20256121733892e-05,-1.03990617885061e-05,-7.9784583091177e-05
8.23058760309527e-05,-0.000224488187306763,2.4741444163064e-05,-5.79839397695979e-05,-1.15193342233475e-05,-9.00455029200168e-05
9.24726863871225e-05,-0.000249034059083867,2.74451977178052e-05,-6.4321178028341e-05,-1.26924885939114e-05,-0.000101138829325079
0.000103436512416275,-0.000275064807055193,3.03124980064047e-05,-7.10416480250817e-05,-1.39152357615148e-05,-0.000113095196396784
0.000115226487327284,-0.00030259564580576,3.33450107090993e-05,-7.81492208571236e-05,-1.5183728879425e-05,-0.000125945032542197
0.000127871668924177,-0.000331640177375335,3.65442239928e-05,-8.56473435159239e-05,-1.64935389987153e-05,-0.000139718560256377
0.000141401040299055,-0.000362210488055411,3.99114592770475e-05,-9.35390631409823e-05,-1.78396297359522e-05,-0.000154445795881169
0.000155843509686477,-0.000394317239460198,4.34478813702829e-05,-0.000101827049762741,-1.92163310316943e-05,-0.000170156549352051
0.00017122790940445,-0.000427969754235252,4.71545080110837e-05,-0.000110513617614595,-2.06173120342142e-05,-0.00018688042393274
0.000187582993804627,-0.0004631760967472,5.10322188511825e-05,-0.000119600745114414,-2.20355531268465e-05,-0.00020464681593989
0.000204937436151758,-0.000499943149079025,5.50817639132415e-05,-0.000129090093585178,-2.34633171360013e-05,-0.000223484914458129
0.000223319824349664,-0.000538276682637654,5.93037715521417e-05,-0.000138983024798801,-2.48921197332131e-05,-0.000243423701047052
0.000242758655428441,-0.000578181425664011,6.36987559522557e-05,-0.000149280617409376,-2.63126990607771e-05,-0.000264491949441401
0.000263282328704752,-0.000619661126920113,6.82671241843804e-05,-0.000159983682346438,-2.77149846022849e-05,-0.000286718225245566
0.000284919137524139,-0.000662718615813303,7.30091828488568e-05,-0.000171092777227931,-2.90880653140094e-05,-0.000310130885623176
0.000307697259491646,-0.000707355859204078,7.79251443282186e-05,-0.00018260821985037,-3.04201570453785e-05,-0.000334758078982888
0.000331644745093894,-0.000753574015131306,8.30151326710115e-05,-0.000194530100813888,-3.16985692653029e-05,-0.000360627744662429
0.000356789504612729,-0.000801373483676686,8.82791891271804e-05,-0.00020685829532586,-3.29096711155216e-05,-0.000387767612612106
0.000383159293227713,-0.000850753955179255,9.37172773538008e-05,-0.000219592474234521,-3.40388568138587e-05,-0.000416205203076007
0.000410781694201446,-0.000901714456000345,9.93292883081311e-05,-0.000232732114330378,-3.50705104317887e-05,-0.000445967826279187
0.000439684100038444,-0.000954253392029646,0.000105115044845055,-0.000246276507956605,-3.59879700687601e-05,-0.000477082582110469
0.000469893691505449,-0.00100836859011405,0.000111074306033869,-0.000260224771958131,-3.67734914532236e-05,-0.000509576359818097
0.000501437414397213,-0.00106405733758235,0.00011720677120739,-0.000274575856008113,-3.74082109951277e-05,-0.00054347583770093
0.000534341953929161,-0.00112131642003101,0.000123512083756367,-0.000289328550329476,-3.78721083289041e-05,-0.000578807482813685
0.000568633706634392,-0.00118014215752873,0.000129989834681889,-0.000304481492842049,-3.81439683760011e-05,-0.000615597550675184
0.000604338749639755,-0.00124053043939051,0.000136639565914477,-0.000320033175751282,-3.82013429758149e-05,-0.000653872084986348
0.000641482807191862,-0.00130247675766544,0.00014346077341193,-0.000335981951594969,-3.80205121234551e-05,-0.000693656917359253
0.000680091214301251,-0.001365976239476,0.000150452910042801,-0.000352326038762956,-3.7576444871447e-05,-0.000734977667055995
0.000720188877369343,-0.00143102367834115,0.00015761538826427,-0.000369063526494464,-3.68427599523705e-05,-0.000777859740740319
0.000761800231660086,-0.00149761356460952,0.000164947582602275,-0.000386192379358527,-3.57916861903201e-05,-0.000822328332243624
0.000804949195475273,-0.00156574011512373,0.000172448831938768,-0.000403710441221435,-3.43940227743914e-05,-0.000868408422342027
0.000849659120889914,-0.00163539730223209,0.000180118441613791,-0.000421615438694368,-3.26190994820478e-05,-0.000916124778555455
0.000895952740902314,-0.00170657888225828,0.000187955685344448,-0.000439904984051801,-3.04347369488543e-05,-0.000965501954956019
0.000943852112850886,-0.00177927842353521,0.00019595980696997,-0.000458576577616572,-2.78072070945935e-05,-0.00101656429199974
0.000993378557949552,-0.00185348933410426,0.000204130022020847,-0.000477627609585021,-2.47011938276156e-05,-0.00106933591637356
0.00104455259679222,-0.00192920488917607,0.000212465519120363,-0.000497055361282271,-2.10797541681136e-05,-0.00112384074086286
0.00109739388067756,-0.00200641825844438,0.000220965461216968,-0.000516857005811759,-1.69042799480646e-05,-0.00118010246424038
0.00115192111860664,-0.00208512253333905,0.000229628986655121,-0.000537029608076229,-1.21344602600583e-05,-0.00123814457117154
