0,0,-0,-0,-0,0,0,0,0,0,0,0,0
0,-0,0,0,-0,-0,-0,-0,-0,-0,-0,-0,0
0,-0,0,0,-0,-0,-0,-0,-0,-0,-0,-0,0
0,-0,0,0,-0,-0,-0,-0,-0,-0,-0,-0,0
-0,-0,-0,-0,-0,-0,-0,0,-0,-0,-0,-0,0
-0,-0,-0,-0,-0,-0,-0,0,-0,-0,-0,-0,0
-0,-0,-0,-0,-0,-0,-0.0001,0,-0,-0,-0,-0,0
-0,-0,-0,-0,-0,-0.0001,-0.0001,0,-0,-0,-0,-0,0
-0,-0,-0,-0,-0.0001,-0.0001,-0.0001,0,-0,-0,-0,-0,0
-0,-0,-0,-0,-0.0001,-0.0001,-0.0001,0,-0,-0,-0,-0,0
-0,-0,-0,-0,-0.0001,-0.0002,-0.0002,0,-0,-0,-0,-0,0
-0,-0,-0,-0,-0.0002,-0.0002,-0.0002,0,-0,-0,-0,-0,0
-0,-0,-0,-0,-0.0002,-0.0003,-0.0003,0,-0,-0,-0,-0,0
-0,-0,-0,-0,-0.0002,-0.0003,-0.0004,0,-0,-0,-0,-0,0
-0,-0,-0,0,-0.0003,-0.0004,-0.0004,0,-0,-0,-0,-0,0
-0,-0,-0,-0,-0.0004,-0.0004,-0.0005,0,-0,-0,-0,-0,0
-0,-0,-0,-0,-0.0004,-0.0005,-0.0006,0,-0,-0,-0,-0,0
-0,-0,-0,-0,-0.0005,-0.0006,-0.0007,0,-0,-0,-0,-0,0
-0,-0,-0,-0,-0.0006,-0.0007,-0.0009,0,-0,-0,-0,-0,0
-0,-0,-0,-0,-0.0007,-0.0008,-0.001,0,-0,-0,-0,-0,0
-0,-0,-0,-0,-0.0008,-0.001,-0.0011,0,-0,-0,-0,-0,0
-0,-0,-0,-0,-0.0009,-0.0011,-0.0013,0,-0,-0,-0,-0,0
-0,-0,-0,-0,-0.001,-0.0012,-0.0014,0,-0,-0,-0,-0,0
-0,-0,-0,-0,-0.0011,-0.0014,-0.0016,0,-0,-0,-0,-0,0
-0,-0,-0,0,-0.0012,-0.0015,-0.0018,-0,-0,-0,-0,-0,0
-0,-0,0,0,-0.0014,-0.0017,-0.002,-0,-0,-0,-0,-0,0
0,-0,0,0,-0.0015,-0.0019,-0.0022,-0,-0,-0,-0,-0,0
0,-0,0,0,-0.0017,-0.0021,-0.0025,-0,-0,-0,-0,-0,0
0,-0,0,0,-0.0018,-0.0023,-0.0027,-0,-0,-0,-0,-0,0
0,-0,0,0,-0.002,-0.0025,-0.003,-0,-0,-0,-0,-0,0
-0,-0,0,0,-0.0022,-0.0028,-0.0032,-0,-0,-0,-0,-0,0
-0,-0,-0,0,-0.0024,-0.003,-0.0035,-0,-0,-0,-0,-0,0
-0,-0,0,0,-0.0026,-0.0033,-0.0038,-0,-0,-0,-0,-0,0
0,-0,0,0,-0.0029,-0.0035,-0.0041,-0,-0.0001,-0.0001,-0.0001,-0.0001,0
-0,-0,-0,-0,-0.0031,-0.0038,-0.0045,0,-0.0001,-0.0001,-0.0001,-0.0001,0
-0,-0,-0,-0,-0.0033,-0.0041,-0.0048,0,-0.0001,-0.0001,-0.0001,-0.0001,0
-0,-0,-0,-0,-0.0036,-0.0044,-0.0052,0,-0.0001,-0.0001,-0.0001,-0.0001,0
-0,-0,-0,-0,-0.0039,-0.0048,-0.0055,0,-0.0001,-0.0001,-0.0001,-0.0001,0
-0,-0,-0,-0,-0.0042,-0.0051,-0.0059,0,-0.0001,-0.0001,-0.0001,-0.0001,0
-0,-0,-0,-0,-0.0045,-0.0055,-0.0063,0,-0.0001,-0.0001,-0.0001,-0.0001,0
-0,-0,-0,-0,-0.0048,-0.0058,-0.0068,0,-0.0001,-0.0001,-0.0001,-0.0001,0
-0,-0,-0,-0,-0.0051,-0.0062,-0.0072,0,-0.0001,-0.0001,-0.0001,-0.0001,0
-0,-0,-0,-0,-0.0054,-0.0066,-0.0077,0,-0.0001,-0.0001,-0.0001,-0.0001,0
-0,-0,-0,-0,-0.0058,-0.007,-0.0081,0,-0.0001,-0.0001,-0.0001,-0.0001,0
-0,-0,-0,-0,-0.0062,-0.0075,-0.0086,0,-0.0001,-0.0001,-0.0001,-0.0001,0
-0,-0,-0,-0,-0.0066,-0.0079,-0.0091,0,-0.0001,-0.0001,-0.0001,-0.0001,0
0,-0,0,0,-0.007,-0.0084,-0.0096,0,-0.0001,-0.0001,-0.0001,-0.0001,0
0,-0,0,-0,-0.0074,-0.0089,-0.0102,0,-0.0001,-0.0001,-0.0001,-0.0001,0
0,-0,0,-0,-0.0078,-0.0094,-0.0107,0,-0.0001,-0.0001,-0.0001,-0.0001,0
0,-0,0,-0,-0.0083,-0.0099,-0.0113,0,-0.0001,-0.0001,-0.0001,-0.0001,0
0,-0,0,-0,-0.0087,-0.0104,-0.0119,0,-0.0001,-0.0001,-0.0001,-0.0001,0
0,-0,0,-0,-0.0092,-0.0109,-0.0125,0,-0.0001,-0.0001,-0.0001,-0.0001,0
0,-0,0,-0,-0.0097,-0.0115,-0.0131,0,-0.0001,-0.0001,-0.0001,-0.0001,0
0,-0,0,-0,-0.0102,-0.0121,-0.0137,0,-0.0001,-0.0001,-0.0001,-0.0001,0
0,-0,0,-0,-0.0108,-0.0127,-0.0143,0,-0.0001,-0.0001,-0.0001,-0.0001,0
0,-0,0,-0,-0.0113,-0.0133,-0.015,0,-0.0002,-0.0002,-0.0002,-0.0002,0
0,-0,0,-0,-0.0119,-0.0139,-0.0157,0,-0.0002,-0.0002,-0.0002,-0.0002,0
0,-0,0,-0,-0.0125,-0.0146,-0.0164,0,-0.0002,-0.0002,-0.0002,-0.0002,0
